year,country_o,country_d,sector,distance,gdp_o,gdp_d,eu_usa_fta,tariff,log_trade,trade
2021,South Korea,Italy,Automotive,2606.080658278717,176.02831174135576,687.5320369669682,0.0,0.010240775983504093,4.153452686967353,63.65339657962789
2023,China,India,Pharmaceuticals,8888.351251327142,1336.4759023834688,415.2513026077493,0.0,0.15809359863837621,5.386366867634017,218.4084355928036
2012,Italy,Canada,Manufacturing,3173.5278254292243,1103.6730550877476,2299.0225444324747,1.0,0.009535440518319017,8.58719610896046,5362.556551744149
2015,Canada,India,Agriculture,11185.761920433151,243.71953997895073,908.85798345296,0.0,0.11598976791248716,4.818178896417946,123.73954294427496
2014,Italy,USA,Manufacturing,4280.419587664574,442.4066612657987,253.91739370537871,0.0,0.1251194247218915,5.57210961483101,262.9883184972362
2011,India,Australia,Pharmaceuticals,13885.611183610481,72.90037812628856,311.46661743395924,0.0,0.1922206083532992,1.9284429767075266,6.878791460522786
2018,China,Germany,Automotive,11650.758244511388,1676.6521057141113,631.1475658900307,0.0,0.2071068443103719,5.569542279844993,262.31400535048914
2014,Japan,South Korea,Manufacturing,13412.50814200757,830.936089814895,1203.9988789304177,0.0,0.24620029511729774,2.468277809311468,11.802103866040992
2014,South Korea,France,Pharmaceuticals,7624.838463489631,98.97851704486372,1600.954375753529,0.0,0.1808817744780145,1.9538796806171057,7.056009609661959
2017,South Korea,China,Pharmaceuticals,1730.1772930847944,1119.4463133141667,200.6865159136598,0.0,0.24722667374516327,4.071170014825509,58.625515202226545
2023,France,Japan,Automotive,6685.294835931966,103.29038255600517,572.0927151147825,0.0,0.20934977514785202,3.3951248052659406,29.818374732905404
2010,South Korea,Brazil,Automotive,13104.379617592016,4546.130410849751,91.8777742181046,0.0,0.12784277690902582,4.7819131846616925,119.33243677690744
2020,Brazil,India,Pharmaceuticals,12624.626743190476,943.7000793944442,1226.0505071076195,0.0,0.1762400640740952,3.3027372235973944,27.18695393770853
2016,Germany,UK,Technology,6921.810151119843,380.75943026491046,2542.0181292551715,1.0,0.018223428715160365,4.8628119893133706,129.38752737885102
2021,USA,Germany,Agriculture,5546.447413603507,320.0056102662102,608.9216412356053,1.0,0.016533057969096553,7.074649704200747,1181.6295084458495
2011,Japan,China,Pharmaceuticals,8086.138736163916,314.76678755063335,576.7287366964998,0.0,0.0650280719688321,2.2732491783315547,9.710902062333354
2016,China,Canada,Agriculture,4607.766059806321,513.0445054123413,81.88361045400565,0.0,0.05949228275584081,1.9717793268541834,7.183446823515898
2014,Brazil,China,Automotive,12954.69966784581,542.8011749939889,4651.263090645074,0.0,0.22170627227438183,4.535166022800039,93.23899381832177
2013,Japan,Germany,Manufacturing,10031.447027729191,164.16950079602123,736.4377313071418,0.0,0.1808937616963871,0.8505425772478707,2.340916635522592
2014,China,France,Manufacturing,9416.673981240952,1253.8483341146164,147.00762533364218,0.0,0.05242830920682014,7.052061775811436,1155.2381310930098
2023,UK,China,Pharmaceuticals,1990.6387155133887,717.8720220044277,541.780280364521,0.0,0.09176897304064799,4.973987193711939,144.6022968428014
2014,UK,Australia,Automotive,12332.382848365849,2375.5024200725206,710.2957331123267,0.0,0.06682286958850175,6.057433241271897,427.2773103835758
2016,Italy,Canada,Automotive,9909.661198916134,451.34185646859805,145.21801167519698,0.0,0.07307968548583484,1.8738224458904784,6.513145022197181
2011,Japan,Brazil,Manufacturing,8619.52753981009,208.05439131025116,466.3787608881582,0.0,0.20073278618791937,1.2900497573674738,3.6329673181455107
2021,UK,France,Agriculture,743.0431139406229,5647.179883321618,3402.1316266972353,0.0,0.12308624583412003,11.043920633214604,62562.45602840201
2021,China,Canada,Automotive,6993.417769747825,464.4765084451601,287.6081681480492,0.0,0.18809613098469505,1.3126669955758028,3.716071253586695
2012,Italy,Brazil,Manufacturing,13104.625498490352,642.4941282856361,602.4463780263227,0.0,0.03181154396359629,5.399686925655557,221.33711038508144
2013,South Korea,Canada,Technology,12483.410657788196,529.80616551332,4695.592998228908,0.0,0.23358273385839598,5.84218172580788,344.5301917024213
2012,China,France,Manufacturing,10897.24952947672,519.3834327613132,859.0839525584637,0.0,0.2275591766546303,1.3983510938361543,4.048518832419359
2023,Italy,France,Technology,717.4008064315417,3649.5623850723214,4277.1214448219325,0.0,0.12643083445441433,10.208487772626892,27132.50603173781
2014,Japan,Canada,Agriculture,861.8551959429362,762.4868621366968,3242.7585715334785,0.0,0.05861247467069587,8.61349653211245,5505.465098317123
2016,Brazil,Canada,Agriculture,1160.7887308913478,595.1156956080868,150.60937254403152,0.0,0.1694566896303255,6.787780454032925,886.9427652652565
2010,France,Brazil,Technology,1409.9604259943737,2283.6397296989235,44.12852403303472,0.0,0.18036403042105012,2.95570570895372,19.215278330078576
2021,South Korea,USA,Pharmaceuticals,10032.316277456117,1270.5377194328646,2988.9058524955344,0.0,0.13215257674777492,4.242671541614838,69.5935257106451
2010,Canada,Germany,Technology,13475.571361333685,101.7840237098504,2065.4732268526673,0.0,0.10144659190702071,3.152951739235911,23.40504831929502
2021,Brazil,UK,Manufacturing,13548.88512212853,1609.3537597184697,1837.7135924876816,0.0,0.2085387913251709,4.890110570804285,132.96827564766684
2016,India,Germany,Technology,547.6101897237834,1569.4567394120502,1581.9516188914422,0.0,0.0588997697189438,9.065769579532796,8653.936469038099
2011,China,Japan,Automotive,12712.566921138345,3837.16524558225,301.4576958209333,0.0,0.16329602846654528,5.299207494562852,200.1781048592657
2013,India,Italy,Manufacturing,9416.451123118606,1378.3424464096804,2061.203837268295,0.0,0.02853263798248712,6.688691171787965,803.2702211029413
2015,Brazil,China,Pharmaceuticals,4855.93679519161,324.6927590739354,1088.0117303161528,0.0,0.20823913269779296,5.640139857755122,281.5020859720972
2019,Italy,Germany,Manufacturing,14787.845134236648,103.74992434509664,362.92378777862905,0.0,0.0896201292665388,0.49196528777921245,1.635527345433555
2018,Canada,India,Agriculture,10129.743474528394,920.3911356674103,108.03989249754949,0.0,0.09872329199462059,2.7264079208307064,15.277908877872624
2016,South Korea,Canada,Pharmaceuticals,8691.58734277194,1757.229482951151,4540.560010836155,0.0,0.10846616363601626,7.079147560399159,1186.9562785973524
2017,South Korea,Australia,Manufacturing,7515.771423817489,747.8276132532858,189.81749999182273,0.0,0.0563064801365979,3.041475617900659,20.936114157469266
2021,South Korea,UK,Automotive,3368.4052724965536,4238.997323749089,4688.324249529395,0.0,0.08214380536212242,7.157315628163333,1283.461017940207
2023,Canada,UK,Agriculture,13009.921257980615,253.76749086026362,123.57143159746084,0.0,0.06297216855830089,2.515167957429503,12.368686017373319
2012,USA,France,Agriculture,4863.550291742983,1007.7203532454815,180.03060635513117,0.0,0.19520053212615107,2.6669552424027034,14.39606985223796
2021,Canada,South Korea,Automotive,591.7094570075185,59.8164538735395,121.28701581343208,0.0,0.09871388291376272,6.4047678040114775,604.7213684995722
2019,France,Italy,Technology,14380.780151247913,34.534678494377175,3058.104083357299,0.0,0.05487251930540805,3.195192791954403,24.414880231065396
2018,Canada,Brazil,Technology,2800.9940970939065,1529.7302627902372,2418.7494318430677,0.0,0.08270701375285017,6.204418736619458,494.9311869386416
2018,Brazil,UK,Pharmaceuticals,3418.9948126695836,8098.771354511075,667.9744146826943,0.0,0.21438809582602691,5.146360083207261,171.8049949269009
2014,USA,Italy,Pharmaceuticals,10231.660364146423,36.569934619471155,8491.6753058384,0.0,0.15000166015569644,2.184231933459805,8.88382256543893
2016,South Korea,UK,Pharmaceuticals,3340.1829295395337,1108.403348795819,1488.48165830519,0.0,0.20915886720428079,5.004676554255141,149.10884673587807
2021,Brazil,China,Agriculture,5173.3570691993045,405.3772872229298,2191.696359194297,0.0,0.19310590383910953,6.617464046063393,748.0456803252999
2021,Brazil,Germany,Agriculture,13075.011190838939,230.1703097881084,605.930282733907,0.0,0.15755320378287824,2.6817208403234343,14.61021352029392
2017,Australia,UK,Agriculture,7029.807395215531,1215.9456773079944,1523.6610151636482,0.0,0.09089135432737984,5.670738746621993,290.2488755864466
2019,Germany,UK,Automotive,3009.723532589649,2405.296016026813,129.0004141906542,0.0,0.04291416059834765,7.476257973015031,1765.6213957984507
2017,USA,UK,Technology,2807.1349118184335,811.0066202704705,503.199573238015,0.0,0.08528242530103444,3.5698284464023606,35.51050067490551
2015,Brazil,Japan,Manufacturing,9032.675482270019,1018.071902339204,457.89589569671904,1.0,0.010067338011079738,5.713676782420764,302.98302547963965
2012,Germany,Australia,Pharmaceuticals,4222.757322310245,41.731024412537984,420.7868711516351,0.0,0.10371853016709164,4.6333477952843705,102.85783532765949
2010,Germany,China,Pharmaceuticals,1032.3960763037544,1316.9635289991215,2156.1416211107894,0.0,0.06563607929670101,10.16551867306438,25991.339700223067
2010,USA,Brazil,Manufacturing,3137.145533386694,4018.2959608619335,261.5860642560928,0.0,0.1977487393020492,7.1927232143854125,1329.7193905218849
2023,Australia,China,Manufacturing,13930.442982311362,1606.5515096251281,290.9766381214493,0.0,0.10170815426235184,2.545305657176256,12.747123740515736
2020,India,Germany,Manufacturing,823.5489355159445,3135.9662746146114,1632.6487871148222,0.0,0.2032851784846277,11.647676044102152,114425.13485913133
2012,Italy,USA,Agriculture,12418.723074623453,2190.764175278015,775.4421781526886,0.0,0.10525897942355315,7.20068849401198,1340.353271989202
2011,France,Canada,Automotive,3365.0502759564315,281.0897076947732,547.1256280293167,0.0,0.24230192079428486,3.4805565173374253,32.47779150147498
2022,Italy,Germany,Manufacturing,11957.39191887396,452.510929090593,6348.68490732202,0.0,0.040837633100894104,4.336560141592124,76.44412957004404
2011,Canada,China,Technology,2634.8045351455007,1689.3819273757606,509.66870770908105,1.0,0.002224914023759105,4.990271440290001,146.97631337471537
2012,South Korea,UK,Technology,14314.97685096796,1902.2885325791256,281.0496056493795,0.0,0.22594354052090307,7.069438595700241,1175.4879249970163
2016,France,Brazil,Technology,3455.320096759014,835.4334002321755,371.82291121863256,0.0,0.11907878525726448,2.8626144290751006,17.50723858919797
2019,Canada,Japan,Agriculture,6669.992151514279,265.04700915975434,740.9464706416323,0.0,0.038300265452068674,3.4246711205733718,30.712542467003914
2016,Brazil,USA,Pharmaceuticals,747.5064653230005,1763.6886562872337,1019.4927957432731,0.0,0.18624246277825246,7.743360971112498,2306.210478878824
2012,South Korea,France,Pharmaceuticals,2471.3742321040922,325.764072004756,235.02746818650527,0.0,0.20305262222319498,3.6240697133950532,37.489830644827265
2012,China,Germany,Manufacturing,12260.920062330035,2742.727296043063,5241.676176185798,0.0,0.2314840314239826,6.166206380774994,476.37548665588287
2023,USA,India,Agriculture,12226.154068645881,755.1654642664795,46.890481230866314,0.0,0.17014101713935542,3.6357624527157784,37.930762287437666
2014,France,Australia,Automotive,12619.444716582937,1284.8860146193551,3578.370622180588,0.0,0.05174386368171399,5.031996635886749,153.238669277939
2022,France,China,Manufacturing,4295.328609976914,948.8797493178829,1464.0182153199057,0.0,0.11415668941714316,5.128822895662526,168.81828430911384
2010,Brazil,South Korea,Pharmaceuticals,2359.2740021647105,115.87164910049614,190.3887251515472,0.0,0.1487069936704737,-0.39999736449052703,1.0
2016,India,Germany,Pharmaceuticals,8253.533978239226,430.4785944343789,5513.633154219438,0.0,0.1907182514927253,6.811431240214361,908.1696861980902
2013,Germany,Canada,Manufacturing,5787.520357733958,131.55541949331294,883.9525080033033,0.0,0.22542246685831055,2.5094670427525356,12.298373806111957
2018,South Korea,USA,Manufacturing,9026.12609805686,3598.9073240319062,204.61978490479416,0.0,0.041594665676874074,7.023946328015023,1123.2104399043903
2016,Brazil,UK,Technology,507.4836297946383,94.1257962868343,114.84807777633388,0.0,0.013575885639743913,5.105864802263305,164.9866897167379
2020,UK,Germany,Automotive,4637.588314837204,248.58658469623037,238.44783635925705,0.0,0.12587383142609845,1.5757979283565182,4.834597742081117
2014,Australia,Japan,Technology,11298.234539772713,120.85987732430125,323.0282668451954,0.0,0.14086397531943112,2.522395851092599,12.458409429686883
2011,Germany,Australia,Manufacturing,13453.45417969534,828.445924556227,157.47110742657128,0.0,0.06751712340390316,1.1601598628200993,3.1904432686089663
2016,USA,Japan,Automotive,8126.157022990155,103.52501076754908,987.3717988478764,0.0,0.1808008478804119,3.155840938999294,23.47276796003877
2022,Germany,Brazil,Manufacturing,2112.580901651542,682.7204862086551,2340.2024520730397,0.0,0.2223881609424197,6.630826887342706,758.1087820938744
2023,India,Canada,Agriculture,10397.820755676714,4153.187212540065,269.79504658665303,0.0,0.19130970244504253,3.141887860542016,23.147524934545586
2015,Germany,India,Manufacturing,5358.852316572597,238.43680548630178,504.9394808492382,0.0,0.15058681446902855,4.68243869797246,108.0332119572026
2019,USA,South Korea,Agriculture,10442.086514650902,1135.7443710078157,91.34317463644332,0.0,0.2057984425145454,2.919293310037685,18.52818914677894
2022,India,Australia,Technology,13191.33238374698,1483.2696896524776,1804.1279721618075,0.0,0.02216085332502485,8.971289386156869,7873.747364032164
2015,Italy,Australia,Manufacturing,3161.7648597191887,10627.169858443494,214.70076587007816,1.0,0.01613266509364575,5.418075528906741,225.44484267372812
2016,France,Italy,Automotive,3726.0272719055665,631.2989719467027,1391.422805788103,0.0,0.07620785393086689,7.042305866431922,1144.0225307209168
2020,France,Germany,Automotive,14818.01718695209,960.2046059300635,460.18952244087285,0.0,0.17354018194712378,2.7269435186247084,15.286093883904497
2020,Australia,Canada,Pharmaceuticals,12839.707136283372,2933.8997470014883,2831.9615680564266,0.0,0.09322169556168677,4.321288275397096,75.28555437233011
2013,Canada,USA,Automotive,10130.001868371628,66.75399979223188,650.6829735055816,0.0,0.1403018192294593,1.6892377199980058,5.415351117519482
2021,Italy,USA,Automotive,14590.87199227907,2881.1042006257167,1225.532338836597,1.0,0.005350052835060887,3.074168972046468,21.631897728167463
2012,Italy,Germany,Agriculture,14043.817038904926,110.4759450661381,373.18671548123814,0.0,0.0441501197592914,2.28619841026219,9.83746848580288
2011,South Korea,China,Technology,7987.208460520937,881.4107432129556,381.0634023091237,0.0,0.11280692815895738,5.2296018438591805,186.71844562239477
2018,Germany,Brazil,Agriculture,6964.959204808378,191.7683357630422,4017.889112413593,0.0,0.2173951981409273,4.3272817364970875,75.73813030721294
2014,France,India,Technology,14961.102880599903,1019.6883469192952,638.4922006328301,0.0,0.195874328878367,4.779981715158145,119.10217226051937
2022,USA,Italy,Agriculture,5504.052997046682,616.6567674676827,399.0316210827222,1.0,0.011918182272793114,6.818076728345556,914.2250150921166
2011,Japan,USA,Technology,14918.497170368177,72.68475030133794,807.3364018938069,0.0,0.05586343932354832,2.5670907647669994,13.027868122822518
2015,Japan,Germany,Agriculture,10244.96459854844,329.2851221350374,323.00020545394756,1.0,0.00837577624202604,5.113244247409924,166.2087032889731
2023,India,Germany,Technology,10459.054436830813,962.815495891962,1092.3938878262945,0.0,0.03242709024749137,4.451167431227282,85.7269659435344
2022,France,China,Agriculture,14214.385290321072,92.25580977698507,1714.020501926857,0.0,0.2360999238987432,1.6223322800710687,5.064889292316096
2021,France,Canada,Pharmaceuticals,5728.489298574207,1211.7021035678429,2723.8509856082205,0.0,0.07273892817602291,4.756209518922392,116.30424030526008
2021,Australia,USA,Pharmaceuticals,13345.01947138975,143.73259883816957,2128.169438204901,0.0,0.13572612862443248,4.038570421606414,56.74516313378565
2014,Japan,Italy,Automotive,13672.991765760871,1320.2856660176458,1129.3366784369364,0.0,0.22074713022162717,3.3243039583110185,27.77965611308682
2010,France,India,Manufacturing,11141.841910719268,921.9359789759775,180.70424692122603,0.0,0.0856238928419344,3.9187840093919624,50.3391955573601
2014,Australia,Canada,Manufacturing,4813.173373523172,2005.509603101979,444.0384156774299,0.0,0.08254690165626308,3.3347227160396002,28.070598617822203
2016,Germany,South Korea,Agriculture,4948.748926879371,5977.249356021006,412.6994579348519,0.0,0.046342061786537735,6.149941920901652,468.6901648897316
2020,UK,Germany,Pharmaceuticals,2607.7099528269177,119.38499500107895,249.27317056604687,0.0,0.1940608489642612,0.6223050769637934,1.8632179564451155
2021,South Korea,Italy,Manufacturing,12429.032308981206,416.0054485520439,37.3481639998923,0.0,0.24707172487217888,-1.0749556453736897,1.0
2018,China,Germany,Pharmaceuticals,6816.047319537497,535.2515082618285,480.9374699238664,0.0,0.03588462326379964,2.6681973508139727,14.413962441658114
2012,Italy,France,Agriculture,10477.763498491267,326.3000800699993,521.0268288134229,0.0,0.02957472308655907,4.577807746066933,97.30085204766553
2015,Canada,USA,Pharmaceuticals,6346.503414286348,231.31744331602553,2439.243499127804,0.0,0.10610270750294588,6.673126962274209,790.8647462195842
2023,India,Canada,Technology,2096.6704432132165,1258.8194940324547,3145.2916128180677,0.0,0.1782432648050906,7.64555182158019,2091.322294254608
2013,UK,France,Automotive,13526.836686152994,143.6442295891785,2408.5995168557592,0.0,0.13702963077256822,2.531479058918048,12.572087249765595
2016,South Korea,India,Automotive,5809.654347971848,247.7065136642478,880.791575065037,0.0,0.012475360076464792,5.160186286221212,174.1969030655784
2012,South Korea,France,Agriculture,684.9621323185734,676.5468821332397,277.68945881032147,0.0,0.24662899501677887,7.497450859887598,1803.4393304580933
2023,South Korea,Brazil,Pharmaceuticals,2682.3532883076446,296.6216928814915,720.7215196303569,0.0,0.12845197201729514,7.87874771114228,2640.563739786373
2014,South Korea,China,Pharmaceuticals,4143.226363500371,309.8668211156108,943.7895294722758,0.0,0.152485287162943,6.55417013475064,702.1662046409263
2021,Japan,Germany,Automotive,8559.420122889605,2102.611131818444,1419.4499177613168,0.0,0.15793475662851766,4.241248614041032,69.49456958434995
2016,Australia,Canada,Automotive,12617.618834300603,287.5398399885893,672.7186314412859,0.0,0.15525199380283944,1.4433287918346132,4.234769045196836
2013,Italy,Japan,Technology,2851.667445661839,1183.8298140018503,722.185968526201,1.0,0.010842220254782391,8.823663408299907,6793.105014536471
2017,France,India,Agriculture,6739.53798274037,1407.035225650357,233.81907430804114,0.0,0.014200649767148396,5.805726859606471,332.19656587609165
2020,South Korea,Canada,Agriculture,3838.647994115418,463.4786188422991,1068.4771829951062,0.0,0.07883805349613485,4.9442602084997365,140.366970139723
2010,Canada,Italy,Agriculture,9960.63675990436,1749.1640135981315,1997.5416285827628,0.0,0.022912495170052657,5.957353625641249,386.58571882177256
2015,France,Brazil,Manufacturing,14139.085063187904,770.4591914558849,375.02171269482835,0.0,0.19656282607624623,4.166873102232912,64.51340955254152
2022,USA,India,Automotive,2323.108674315641,486.10922295882443,1780.5765420349294,0.0,0.1476440794528363,5.23128517460313,187.03301921379085
2012,USA,Australia,Manufacturing,12630.502174896157,446.8333551644286,216.40214819639192,0.0,0.019765330676323016,3.7828458527145106,43.940913335700714
2017,Canada,China,Pharmaceuticals,2333.4915185109867,363.0908314885184,375.6941374148844,0.0,0.23827150386793824,2.355153116570667,10.539742547385881
2012,Australia,Germany,Agriculture,6419.201076699288,449.33714018858603,237.42912548737402,0.0,0.016173763862627703,5.447068567901082,232.07685025202179
2012,Canada,Germany,Pharmaceuticals,11226.134064249545,553.6636801716194,4519.189503120492,0.0,0.06889616682579325,5.307230717571785,201.79063864496928
2013,Japan,South Korea,Automotive,3132.767276779538,681.6343681846948,308.0375400648245,0.0,0.07425719388340657,6.353621174301499,574.5695629549421
2019,Canada,France,Pharmaceuticals,6855.4062058956015,1241.858510044631,3900.1531953211393,0.0,0.13444550070206748,7.313313598147916,1500.1398231028504
2021,Germany,UK,Automotive,13931.711921626906,1700.2748601347607,77.97803336448148,0.0,0.11501697005579328,1.8269560081042873,6.214939610018525
2014,France,Brazil,Agriculture,1023.2196847540608,144.60610511100865,140.91481881904926,0.0,0.10943586688314619,5.525748874325419,251.07429072568044
2011,UK,Brazil,Automotive,1219.7526769083654,17075.367721381175,582.8492081777587,0.0,0.16783704485535364,7.377233433085705,1599.159460633144
2017,Brazil,Australia,Pharmaceuticals,5779.136887708969,315.8332144211608,305.7993355003146,0.0,0.05440566281843496,3.1182788698054704,22.60743579870163
2016,Australia,India,Agriculture,7509.953555024473,585.5779287870499,326.68264738236826,0.0,0.061010169481306074,3.43556749734422,31.049027807575186
2017,Canada,UK,Manufacturing,11724.445359365844,1400.6815073274263,2363.0875999432947,0.0,0.027201090959054028,4.4399240021705975,84.76849920708291
2023,India,USA,Technology,8385.513713931741,794.6540760140186,5277.585571880673,0.0,0.18577493284722463,6.184905768453165,485.36722454957714
